Index,Artist,Song,Emotion
ML1744,Clay Walker,Blue Christmas,relaxed
ML1745,Mick Hucknall,Ain't That Lovin' You,happy
ML1746,Luther Vandross,Got You Home,relaxed
ML1747,Marques Houston,Favorite Girl,relaxed
ML1748,Boney James,Love Song ,happy
ML1749,Blonde Redhead,Love Or Prison,happy
ML1750,Goldfrapp,Little Bird,relaxed
ML1751,Smashing Pumpkins,Soma,angry
ML1752,Moby,Nearer,relaxed
ML1753,Cheap Trick,Auf Wiedersehen,angry
ML1754,Blonde Redhead,Here Sometimes,relaxed
ML1755,Zero 7,Ghost Symbol,relaxed
ML1756,Nirvana,Frances Farmer Will Have Her Revenge On Seattle,sad
ML1757,Nouvelle Vague,Making Plans For Nigel,happy
ML1758,The Cure,Prayers For Rain,sad
ML1759,Band Of Horses,The Funeral,sad
ML1760,Barcelona,Colors,angry
ML1761,Joan Sebastian,Oyeme Chatita,sad
ML1762,Vicente Fernandez,Si Te Vas No Hay Lio,sad
ML1763,The Mamas & The Papas,Words Of Love,happy
ML1764,Armored Saint,Reign Of Fire,angry
ML1765,Billie Holiday,Am I Blue?,sad
ML1766,Solomon Burke,None Of Us Are Free,relaxed
ML1767,The Little Willies,Night Life,happy
ML1768,Madeleine Peyroux,Careless Love,happy
ML1769,Ella Fitzgerald,Solitude ,sad
ML1770,Heart,How Can I Refuse,angry
ML1771,Cat Stevens,Sad Lisa,sad
ML1772,Rush,Cold Fire,angry
ML1773,The Mighty Mighty Bosstones,So Sad To Say,sad
ML1774,Wire,Feeling Called Love,happy
ML1775,Lykke Li,My Love,happy
ML1776,The Beatles,Her Majesty,relaxed
ML1777,Jose Feliciano,La Copa Rota,sad
ML1778,The Beach Boys,Surfer Girl,relaxed
ML1779,Billie Holiday,I Hear Music,relaxed
ML1780,Aretha Franklin,Baby I Love You,happy
ML1781,Kool & The Gang,Victory,happy
ML1782,Willie Nelson & Wynton Marsalis,Night Life,happy
ML1783,J Dilla,Two Can Win,happy
ML1784,George Harrison,You,happy
ML1785,Kem,When I'm Loving You,relaxed
ML1786,Natalie Merchant,"Crying, My Little One",relaxed
ML1787,All-4-One,So Much In Love,happy
ML1788,Lacy J. Dalton,Takin' It Easy,relaxed
ML1789,Beach House,Gila,sad
ML1790,Jenny And Johnny,While Men Are Dreaming,relaxed
ML1791,Royksopp,It's What I Want,relaxed
ML1792,OK Go,All Is Not Lost,angry
ML1793,Rogue Wave,Endless Shovel,sad
ML1794,Daft Punk,Steam Machine,sad
ML1795,Clap Your Hands Say Yeah,Is This Love?,happy
ML1796,The Clash,Hate And War,angry
ML1797,Bauhaus,The Passion Of Lovers,angry
ML1798,Huey Lewis And The News,Respect Yourself,relaxed
ML1799,Ted Leo & The Pharmacists,Army Bound,sad
ML1800,Cat Power,He War,angry
ML1801,Jack Jones,Love Boat Theme,happy
ML1802,The Kinks,Set Me Free,relaxed
ML1803,Antony & The Johnsons,Shake That Devil,relaxed
ML1804,Foxy Shazam,Unstoppable,sad
ML1805,The Pixies,La La Love You,happy
ML1806,The Breeders,Do You Love Me Now?,happy
ML1807,Mark Ronson,Just ,sad
ML1808,Chris Knight,A Pretty Good Guy,happy
ML1809,Daft Punk,Revolution 909,relaxed
ML1810,Broadcast,Tender Buttons,sad
ML1811,Ted Leo & The Pharmacists,The Ballad Of The Sin Father,angry
ML1812,Axwell,Nothing But Love ,happy
ML1813,Twisted Sister,Burn In Hell,angry
ML1814,Exodus,The Toxic Waltz,angry
ML1815,The Red Hot Chili Peppers,Fire,angry
ML1816,Dum Dum Girls,I Will Be,relaxed
ML1817,Bowerbirds,House Of Diamonds,relaxed
ML1818,Bullet For My Valentine,Alone,sad
ML1819,TKA,Louder Than Love,happy
ML1820,Tom Jones,Without Love ,happy
ML1821,Frankie Ruiz,La Rueda,sad
ML1822,Musiq,Girl Next Door ,relaxed
ML1823,Devo,Race Of Doom,angry
ML1824,The Red Hot Chili Peppers,Fight Like A Brave,angry
ML1825,Living Colour,Glamour Boys,relaxed
ML1826,Norah Jones,The Long Way Home,relaxed
ML1827,The J. Geils Band,Looking For A Love,happy
ML1828,Blood Brothers,Set Fire To The Face On Fire,angry
ML1829,Times Of Grace,Fight For Life,angry
ML1830,Pantera,Floods,angry
ML1831,Chet Baker,Let's Get Lost,angry
ML1832,Sarah Vaughan,Little Girl Blue,relaxed
ML1833,Coco Montoya,Love Gotcha,happy
ML1834,Sepultura,Territory,angry
ML1835,Feist,The Limit To Your Love,happy
ML1836,Kem,Into You,relaxed
ML1837,Axe Bahia,Beso En La Boca,sad
ML1838,The Vaselines,Molly's Lips,happy
ML1839,Dinah Washington,Blue Skies,relaxed
ML1840,Jill Scott,Bedda At Home,relaxed
ML1841,Mitty Collier,Sharing You,happy
ML1842,Evile,Armoured Assault,angry
ML1843,The Brian Jonestown Massacre,Sailor,sad
ML1844,Caribou,Sun,relaxed
ML1845,Dean Martin,Send Me The Pillow You Dream On,relaxed
ML1846,Abysmal Dawn,The Descent,sad
ML1847,The Five Keys,Close Your Eyes,happy
ML1848,Ella Fitzgerald,Rocks In My Bed,relaxed
ML1849,The Cure,The End of The World,happy
ML1850,The Ramones,Surfin' Bird,relaxed
ML1851,Bloc Party,Banquet,angry
ML1852,The Kooks,If Only,angry
ML1853,The White Tie Affair,Candle ,sad
ML1854,Keane,This Is The Last Time,sad
ML1855,Smashing Pumpkins,I Am One,angry
ML1856,Bif Naked,Lucky,happy
ML1857,Visions Of Atlantis,Twist Of Fate,angry
ML1858,Wilco,War On War,angry
ML1859,Jenny Lewis,Pretty Bird,relaxed
ML1860,Visions Of Atlantis,Conquest Of Others,angry
ML1861,Steel Train,Firecracker,sad
ML1862,Cavalera Conspiracy,Blunt Force Trauma,angry
ML1863,Mastodon,Iron Tusk,angry
ML1864,Luis Enrique,San Juan Sin Ti,sad
ML1865,Alejandra Guzman,Hacer El Amor Con Otro,sad
ML1866,Neil Diamond,Kentucky Woman,relaxed
ML1867,Tinariwen,Matadjem Yinmixan,angry
ML1868,Charles Bradley,Heart Of Gold ,happy
ML1869,Joan Armatrading,Love And Affection,happy
ML1870,Blood Brothers,Love Rhymes With Hideous Car Wreck,happy
ML1871,Miike Snow,Burial,angry
ML1872,Alice Russell,Hurry On Now,sad
ML1873,Dixie Chicks,I Can Love You Better,happy
ML1874,Darryl Worley,Family Tree,relaxed
ML1875,Chris Ledoux,Hooked On An 8 Second Ride,angry
ML1876,The Brian Jonestown Massacre,Wisdom,happy
ML1877,Brooks & Dunn,We'll Burn That Bridge,angry
ML1878,The Ting Tings,That's Not My Name,sad
ML1879,John Gold,Baby It's Your Life,happy
ML1880,Richie Havens,Here Comes The Sun,relaxed
ML1881,Sophie Milman,I'm On Fire,angry
ML1882,Metallica,Seek &#x26; Destroy,angry
ML1883,Radiohead,Nude,sad
ML1884,Crocodiles,All My Hate And My Hexes Are For You,angry
ML1885,Austra,Spellwork,angry
ML1886,The Suburbs,Love Is The Law,happy
ML1887,The Kinks,Everybody's Gonna Be Happy,happy
ML1888,VHS Or Beta,Love In My Pocket,happy
ML1889,The Flaming Lips,Sagittarius Silver Announcement,relaxed
ML1890,Lee Andrews & The Hearts,Long Lonely Nights,sad
ML1891,Kraftwerk,Neon Lights,sad
ML1892,The Grateful Dead,Till The Morning Comes,relaxed
ML1893,Caribou,Sun,relaxed
ML1894,Timi Yuro,Hurt,angry
ML1895,Eric Benet,Hurricane,angry
ML1896,David Rock Feinstein,Metal Will Never Die ,sad
ML1897,Byron Cage,Glory To Your Name,happy
ML1898,Martha & The Vandellas,I'm Ready For Love,happy
ML1899,No Age,Things I Did When I Was Dead,angry
ML1900,The Raveonettes,Evil Seeds,angry
ML1901,Atreyu,Lonely,sad
ML1902,Finger Eleven,Stay In Shadow,sad
ML1903,Lacuna Coil,I Won't Tell You,angry
ML1904,Serj Tankian,Sky Is Over,relaxed
ML1905,Buckcherry,Broken Glass,sad
ML1906,Joss Stone,Bruised But Not Broken,angry
ML1907,Janet Jackson,Because Of Love,happy
ML1908,Framing Hanley,You Stupid Girl,sad
ML1909,Los Primos De Durango,Se Me Antoja Tu Piel,sad
ML1910,Alexander O'Neal,Innocent,relaxed
ML1911,Raheem DeVaughn,Nobody Wins A War ,angry
ML1912,Prince,Sexy Dancer,happy
ML1913,Ledisi,Love Never Changes,happy
ML1914,Unwritten Law,Save Me,sad
ML1915,Gwar,A Gathering Of Ghouls,angry
ML1916,BarlowGirl,Stay With Me,angry
ML1917,British Sea Power,Oh Larsen B,sad
ML1918,Neil Young,Angry World,angry
ML1919,Sneaker Pimps,Bloodsport,happy
ML1920,Yeah Yeah Yeahs,Dull Life,angry
ML1921,Chalino Sanchez,Corazoncito Tirano,sad
ML1922,J Dilla,U-Love,happy
ML1923,Wavves,Super Soaker,sad
ML1924,Film School,Sunny Day,happy
ML1925,Belle & Sebastian,The Ghost Of Rockschool,relaxed
ML1926,M. Ward,Blake's View,sad
ML1927,Hannah Montana,Gonna Get This ,relaxed
ML1928,Joyce Sims,All And All,relaxed
ML1929,Skillet,Live Free Or Let Me Die,angry
ML1930,The Smithereens,Too Much Passion,happy
ML1931,Bobby Womack,Lookin' For A Love,happy
ML1932,Vanessa Williams,Lazy Afternoon,sad
ML1933,"Harry Connick, Jr.",Just Kiss Me,happy
ML1934,Jonathan Nelson,How Great Is Our God ,happy
ML1935,Buddy Guy,I Smell Trouble,angry
ML1936,The Prodigy,One Love,happy
ML1937,The Vaselines,You Think You're A Man,relaxed
ML1938,Mishka,Above The Bones,relaxed
ML1939,Azure Ray,The Drinks We Drank Last Night,sad
ML1940,The Flaming Lips,The Sparrow Looks Up At The Machine,sad
ML1941,Tommy Dorsey & His Orchestra,I'll Never Smile Again,happy
ML1942,Louis Armstrong,We Have All The Time In The World,happy
ML1943,Alkaline Trio,Time To Waste,sad
ML1944,Marc Anthony,Hasta Que Vuelvas Conmigo ,sad
ML1945,The Carpenters,Ticket To Ride,sad
ML1946,Jazmine Sullivan,After The Hurricane,angry
ML1947,Beres Hammond,Try If You Want,angry
ML1948,Alaine,Heavenly,happy
ML1949,John Pizzarelli,Happy Talk,relaxed
ML1950,Ray Charles,Somewhere Over The Rainbow ,relaxed
ML1951,U2,Pride ,happy
ML1952,Guns N' Roses,Paradise City ,relaxed
ML1953,Skeeter Davis,I Can't Stay Mad At You,angry
ML1954,Cascada,Miracle,happy
ML1955,Teddy Pendergrass,"Easy, Easy, Got To Take It Easy",relaxed
ML1956,Armin Van Buuren,In And Out Of Love,happy
ML1957,Glen Campbell,Dream Baby ,relaxed
ML1958,Disturbed,Believe,angry
ML1959,Los Traileros Del Norte,Anoche Estuve Llorando,sad
ML1960,Queen Latifah,Weekend Love,happy
ML1961,The Beatles,I'm Happy Just To Dance With You,happy
ML1962,Midlake,Head Home,relaxed
ML1963,Joan Sebastian,Amor Limosnero,sad
ML1964,The Kills,Getting Down,angry
ML1965,Slayer,Necrophobic,sad
ML1966,Tame Impala,The Bold Arrow Of Time,sad
ML1967,Buke And Gass,Naked Cities,sad
ML1968,We Are Scientists,Pittsburgh,relaxed
ML1969,Orange Juice,Falling And Laughing,angry
ML1970,Two Door Cinema Club,Undercover Martyn,sad
ML1971,Catie Curtis,My Shirt Looks Good On You,happy
ML1972,Raul Malo,You're Only Lonely,sad
ML1973,In This Moment,Beautiful Tragedy,angry
ML1974,Broken Social Scene,Fire Eye'd Boy,angry
ML1975,Dave Matthews & Tim Reynolds,Crash Into Me,angry
ML1976,Andy Williams,Butterfly,relaxed
ML1977,Luis Miguel,Cruz De Olvido,sad
ML1978,The Smiths,Meat Is Murder,sad
ML1979,Ellie Goulding,Your Biggest Mistake,sad
ML1980,Hey Champ,Cold Dust Girl,sad
ML1981,La Sera,Been Here Before,happy
ML1982,Eisley,Sad,sad
ML1983,Railroad Earth,Hard Livin',sad
ML1984,Ben Kweller,Fight,angry
ML1985,Cat Power,Sea Of Love,happy
ML1986,Warbringer,Total War,angry
ML1987,Fruit Bats,Legs Of Bees,sad
ML1988,Sons And Daughters,Johnny Cash,relaxed
ML1989,The Fixx,Deeper And Deeper ,sad
ML1990,Devo,Beautiful World,happy
ML1991,Starfucker,Millions,angry
ML1992,Pink Floyd,Chapter 24,relaxed
ML1993,Panda Bear,Search For Delicious,angry
ML1994,Black Rebel Motorcycle Club,Ain't No Easy Way,relaxed
ML1995,Neil Young,Only Love Can Break Your Heart,happy
ML1996,ABC,Poison Arrow,angry
ML1997,TLC,Sleigh Ride,happy
ML1998,Alejandro Escovedo,Anchor,happy
ML1999,Peggy Lee,Happy Holiday,happy
ML2000,Bloodsimple,Falling Backwards,angry
ML2001,Toby Beau,My Angel Baby,relaxed
ML2002,Jon Secada,Feliz Navidad,happy
ML2003,Jeffrey Osborne,Don't You Get So Mad,angry
ML2004,James Brown,Christmas In Heaven,happy
ML2005,Ann & Nancy Wilson,Blue Christmas,relaxed
ML2006,Julianne Hough,Feliz Navidad,happy
ML2007,ZZ Top,Arrested For Driving While Blind,sad
ML2008,Fear Factory,Self Bias Resistor,angry
ML2009,James Brown,Soulful Christmas,happy
ML2010,Lady Gaga,The Fame,happy
ML2011,Inna,Amazing,angry
ML2012,Kaskade,Fire In Your New Shoes ,angry
ML2013,Michael McDonald,One Gift,happy
ML2014,Jeff Lorber,Reflections,relaxed
ML2015,Whitney Houston,Have Yourself A Merry Little Christmas,happy
ML2016,Kenny Rogers & Dolly Parton,Christmas Without You,happy
ML2017,Jose Luis Perales,El Amor,sad
ML2018,Def Leppard,Comin' Under Fire,angry
ML2019,Alicia Keys,That's How Strong My Love Is,happy
ML2020,Bruce Channel,Hey! Baby,relaxed
ML2021,Sara Bareilles & Ingrid Michaelson,Winter Song,happy
ML2022,Ledisi,Give Love On Christmas Day,happy
ML2023,Echoing Angels,God Bless Us,relaxed
ML2024,Al Jarreau,White Christmas,relaxed
ML2025,The Temptations,Christmas Everyday,happy
ML2026,The Supremes,My Christmas Tree,relaxed
ML2027,Bronco,Cinco Locos,sad
ML2028,Dethklok,Burn The Earth,angry
ML2029,Peter White,Silent Night ,relaxed
ML2030,Wayne Brady,Can't Buy Me Love,happy
ML2031,Luther Vandross,A Kiss For Christmas,happy
ML2032,Boyz II Men,What You Won't Do For Love,happy
ML2033,Luther Vandross,With A Christmas Heart,happy
ML2034,Wilson Phillips,Silent Night,relaxed
ML2035,LeAnn Rimes,All I Want For Christmas,relaxed
ML2036,"Harry Connick, Jr.",The Happy Elf,happy
ML2037,Jackie Evancho,Silent Night,relaxed
ML2038,David Crowder Band,Our Love Is Loud,happy
ML2039,Point Of Grace,Joy To The World,happy
ML2040,Trans-Siberian Orchestra,This Christmas Day,relaxed
ML2041,Trans-Siberian Orchestra,Christmas Jam,happy
ML2042,Celine Dion,Don't Save It All For Christmas Day,happy
ML2043,John Denver & The Muppets,We Wish You A Merry Christmas,happy
ML2044,Vince Gill,Do You Hear What I Hear,relaxed
ML2045,"Harry Connick, Jr.",Silent Night,relaxed
ML2046,Rachelle Ferrell,You Send Me,happy
ML2047,Ella Fitzgerald,Take Love Easy ,relaxed
ML2048,Don Henley,Taking You Home,relaxed
ML2049,Gloriana,Silent Night,relaxed
ML2050,Dean Martin,Silent Night,relaxed
ML2051,Jerry Lee Lewis,"Another Place, Another Time",sad
ML2052,Elvis Presley,For The Heart,happy
ML2053,Johnny Cash,Blue Christmas,relaxed
ML2054,Johnny Cash,The Gifts They Gave,relaxed
ML2055,The Staple Singers,Respect Yourself,relaxed
ML2056,Dashboard Confessional,Vindicated,sad
ML2057,Carrie Underwood,Home Sweet Home,relaxed
ML2058,Hey Monday,How You Love Me Now,relaxed
ML2059,Janelle Monae,Cold War,angry
ML2060,The Ramones,53rd & 3rd,sad
ML2061,Asobi Seksu,Thursday,sad
ML2062,Mastodon,Crusher Destroyer,angry
ML2063,Symphony X,Serpent's Kiss,angry
ML2064,Geoff Bullock,The Power Of Your Love,happy
ML2065,Keb' Mo',The Door,sad
ML2066,Lindsey Buckingham,Go Insane,angry
ML2067,The Temper Trap,Love Lost,angry
ML2068,Karen O And The Kids,All Is Love,happy
ML2069,The Go! Team,Rolling Blackouts,sad
ML2070,Kaiser Chiefs,Oh My God,relaxed
ML2071,Editors,No Sound But The Wind,angry
ML2072,Tony Bennett,Lullaby Of Broadway ,relaxed
ML2073,Sara Groves,Love Is Still A Worthy Cause,happy
ML2074,Animal Collective,Bleed,angry
ML2075,Underworld,Hamburg Hotel,sad
ML2076,Caribou,Found Out,sad
ML2077,Iggy & The Stooges,Gimme Danger,angry
ML2078,Rachelle Ferrell,Extensions,happy
ML2079,Cassandra Wilson,Black Orpheus,sad
ML2080,Gregg Allman,My Love is Your Love,happy
ML2081,JJ Grey & Mofro,Lullaby,relaxed
ML2082,Bettye Lavette,Joy,happy
ML2083,Cowboy Junkies,Flirted With You All My Life,sad
ML2084,Nitzer Ebb,Join In The Chant,angry
ML2085,Paris Hilton,Fightin' Over Me ,angry
ML2086,Killing Joke,The Death And Resurrection Show,angry
ML2087,Eskmo,Starships,happy
ML2088,Film School,Two Kinds,happy
ML2089,Jet,Black Hearts ,angry
ML2090,Rev Theory,Broken Bones,angry
ML2091,Cold,Suffocate,angry
ML2092,Nick Lowe,Without Love,happy
ML2093,Slayer,Evil Has No Boundaries,angry
ML2094,Emilio Navaira,No Es El Fin Del Mundo ,sad
ML2095,Queen,Play The Game,happy
ML2096,Cafe Tacuba,Las Persianas,sad
ML2097,Weekend,End Times,sad
ML2098,Exene Cervenka,Beyond You,happy
ML2099,The Autumn Defense,Step Easy,relaxed
ML2100,The Beatles,Free As A Bird,relaxed
ML2101,Irma Thomas,Same Old Blues,sad
ML2102,Jimi Hendrix,Who Knows,relaxed
ML2103,Cloud Nothings,Old Street,relaxed
ML2104,Vivian Girls,All The Time,sad
ML2105,The Avalanches,Flight Tonight,angry
ML2106,Melody Gardot,Love Me Like A River Does,happy
ML2107,Bruce Springsteen & The E Street Band,Fire ,angry
ML2108,Ruben Blades,El Padre Antonio Y El Monaguillo Andres,sad
ML2109,3 Inches Of Blood,Trial Of Champions,angry
ML2110,Forbidden,Forsaken at the Gates,sad
ML2111,Ingrid Michaelson,Everybody,happy
ML2112,Serena Ryder,Little Bit Of Red,relaxed
ML2113,Patty Griffin,You'll Remember,sad
ML2114,Bobby Darin,Blue Skies,relaxed
ML2115,Kirk Whalum,Inside ,relaxed
ML2116,Fear Factory,Replica,angry
ML2117,Dolly Parton,It's Sure Gonna Hurt ,angry
ML2118,Arch Enemy,I Will Live Again,angry
ML2119,The Clark Sisters,Jesus Is A Love Song,happy
ML2120,Black Dub,Canaan,happy
ML2121,Joan Armatrading,A Woman In Love,happy
ML2122,The Innocence Mission,Gentle The Rain At Home,relaxed
ML2123,John Scofield,Motherless Child,relaxed
ML2124,Javier Solis,Lloraremos Los Dos,sad
ML2125,Iron Maiden,The Evil That Men Do,angry
ML2126,Motley Crue,White Trash Circus,sad
ML2127,Aerosmith,Get A Grip,sad
ML2128,Aerosmith,Fever,sad
ML2129,The Allman Brothers Band,You Don't Love Me,happy
ML2130,Decyfer Down,Crash,angry
ML2131,Buffalo Springfield,Kind Woman,relaxed
ML2132,Paul McCartney,Freedom ,happy
ML2133,Robi Draco Rosa,Vagabundo,sad
ML2134,Zoe,Reptilectric,sad
ML2135,MDO,No Puedo Olvidarme De Ti ,sad
ML2136,The Peter Malick Group,All Your Love ,happy
ML2137,Braille,Counter Attack ,angry
ML2138,Echo & The Bunnymen,Shroud Of Turin,happy
ML2139,Dionne Warwick,This Girl's In Love With You,happy
ML2140,Gary Puckett & The Union Gap,This Girl Is A Woman Now,relaxed
ML2141,Cassandra Wilson,A Day In The Life Of A Fool,sad
ML2142,The Ronettes,Do I Love You,happy
ML2143,Danzig,Dirty Black Summer,sad
ML2144,She & Him,Home,relaxed
ML2145,K'Naan,Fire In Freetown,angry
ML2146,Dead Confederate,Run From The Gun,angry
ML2147,Love Is All,Bigger Bolder,angry
ML2148,The Raveonettes,Heart Of Stone,angry
ML2149,The Smiths,London,sad
ML2150,Jeru The Damaja,D. Original,sad
ML2151,Phyllis Hyman,"Loving You, Losing You",angry
ML2152,Neko Case,Lady Pilot,angry
ML2153,Jonathan Richman,I Was The One She Came For,angry
ML2154,Erasure,Love To Hate You,angry
ML2155,Tab Benoit,Can't You See,sad
ML2156,Arthur Alexander,Soldier Of Love,happy
ML2157,Mika,Happy Ending,happy
ML2158,Leo Sayer,More Than I Can Say,happy
ML2159,Charles Brown,Trouble Blues,angry
ML2160,Poly Styrene,I Luv Ur Sneakers,happy
ML2161,Nirvana,Very Ape,relaxed
ML2162,Brett Dennen,Dancing At A Funeral,sad
ML2163,Kem,You Might Win,happy
ML2164,Motograter,Down,sad
ML2165,Los Horoscopos De Durango,Ahora Que No Estas,sad
ML2166,Twinkie Clark,Bless You Real Good,relaxed
ML2167,Anders Osborne,Killing Each Other,angry
ML2168,Steve Miller Band,Sweet Home Chicago,relaxed
ML2169,Chaka Khan,Will You Love Me?,happy
ML2170,Phyllis Hyman,I Don't Want To Lose You,happy
ML2171,Antony Santos,"Hay De Mi, Hay De Ti",sad
ML2172,Beck,Earthquake Weather,sad
ML2173,Ty Segall,Sad Fuzz,sad
ML2174,The Beatles,Maggie Mae,sad
ML2175,The Beatles,Honey Don't,relaxed
ML2176,Frankie Goes To Hollywood,Two Tribes,angry
ML2177,Dierks Bentley,Pride ,happy
ML2178,Tricky,Murder Weapon,angry
ML2179,Nina Simone,To Love Somebody,happy
ML2180,Ray Charles,Christmas In My Heart,happy
ML2181,Morcheeba,Fear & Love,angry
ML2182,Lamb,Gabriel,relaxed
ML2183,Nouvelle Vague,This Is Not A Love Song,happy
ML2184,Peggy Lee,Santa Claus Is Coming To Town,sad
ML2185,Bing Crosby,God Rest Ye Merry Gentlemen,relaxed
ML2186,Bad Religion,Let Them Eat War,angry
ML2187,Chris Isaak,Have Yourself A Merry Little Christmas,happy
ML2188,Chris Isaak,Blue Christmas,relaxed
ML2189,Trans-Siberian Orchestra,The Silent Nutcracker ,relaxed
ML2190,John Williams,"Merry Christmas, Merry Christmas",happy
ML2191,Ultimate,It's My Birthday,happy
ML2192,Sheryl Crow,Blue Christmas,relaxed
ML2193,Roy Orbison,Pretty Paper,relaxed
ML2194,Garth Brooks,Silent Night,relaxed
ML2195,Shedaisy,That's What I Want For Christmas,happy
ML2196,The Beach Boys,"Merry Christmas, Baby",happy
ML2197,Johnny Gill,Give Love On Christmas Day,happy
ML2198,The O'Jays,Have Yourself A Merry Little Christmas,happy
ML2199,Girl In A Coma,Blue Christmas,relaxed
ML2200,The Dan Band,Christmakwanzakah,happy
ML2201,Led Zeppelin,Rock And Roll ,sad
ML2202,Melissa Etheridge,Christmas In America,relaxed
ML2203,Low,Just Like Christmas,happy
ML2204,Casting Crowns,What This World Needs,happy
ML2205,Nailbomb,Wasting Away,sad
ML2206,James Ingram,Everything Must Change,relaxed
ML2207,The Heavy,Set Me Free,relaxed
ML2208,Jill Scott,It's Love,happy
ML2209,Take 6,I Saw Three Ships,happy
ML2210,Celine Dion,Blue Christmas,relaxed
ML2211,Billy Idol,Christmas Love,happy
ML2212,Brian Wilson,Silent Night,relaxed
ML2213,High On Fire,Holy Flames Of The Fire Spitter,angry
ML2214,Mark Ronson,Oh My God ,relaxed
ML2215,Gotan Project,Peligro,sad
ML2216,The Bee Gees,To Love Somebody,happy
ML2217,The Beach Boys,The Warmth Of The Sun,relaxed
ML2218,The Young Rascals,I've Been Lonely Too Long,sad
ML2219,Jackie DeShannon,Put A Little Love In Your Heart,happy
ML2220,Johnny Mathis,Heavenly Peace,relaxed
ML2221,Dave Matthews & Tim Reynolds,Christmas Song,happy
ML2222,Melissa Etheridge,Blue Christmas,relaxed
ML2223,Willie Nelson,Blue Christmas,relaxed
ML2224,Kenny Chesney,The Angel At The Top Of My Tree,relaxed
ML2225,Michael Bolton,Have Yourself A Merry Little Christmas,happy
ML2226,Janiva Magness,I'm Feelin' Good,relaxed
ML2227,Martina McBride,Silent Night,relaxed
ML2228,Blood Red Shoes,One More Empty Chair,sad
ML2229,Azure Ray,Shouldn't Have Loved,happy
ML2230,Buffalo Tom,Taillights Fade,sad
ML2231,David Bowie,Fame,happy
ML2232,Queens Of The Stone Age,"Sick, Sick, Sick",sad
ML2233,Ziggy Marley,Family Time,relaxed
ML2234,Conjunto Primavera,No Le Ruegues,sad
ML2235,Pink Floyd,Take Up Thy Stethoscope And Walk,angry
ML2236,All That Remains,Become The Catalyst,angry
ML2237,The Beatles,Goodnight,relaxed
ML2238,Five Finger Death Punch,Burn It Down,angry
ML2239,Nirvana,Negative Creep,relaxed
ML2240,Phobia,Sign Of Times,angry
ML2241,M.I.A.,Bucky Done Gun,angry
ML2242,Testament,Apocalyptic City ,angry
ML2243,Isobel Campbell & Mark Lanegan,Honey Child What Can I Do?,sad
ML2244,John Pizzarelli,This Can't Be Love,happy
ML2245,Deitrick Haddon,So Good To Be In Love,happy
ML2246,Will Downing,Home,relaxed
ML2247,The Sex Pistols,Liar,angry
ML2248,James Blake,I Mind,relaxed
ML2249,Beck,He's A Mighty Good Leader,happy
ML2250,Beck,I Get Lonesome,sad
ML2251,Sleepy Sun,Freedom Line,relaxed
ML2252,Fats Domino,I'm In Love Again,happy
ML2253,Toro Y Moi,Light Black,sad
ML2254,Robyn,Show Me Love,happy
ML2255,Banda Pequenos Musical,Obra Maestra,sad
ML2256,John Prine,Glory Of True Love,happy
ML2257,Matthew Dear,Soil to Seed,sad
ML2258,Tegan And Sara,I Hear Noises,sad
ML2259,Band Of Horses,Islands On The Coast,relaxed
ML2260,Unearth,Endless,angry
ML2261,The Doors,Horse Latitudes,sad
ML2262,Freda Payne,Deeper & Deeper,happy
ML2263,Iron Maiden,Fear Of The Dark,angry
ML2264,Ozomatli,Aqui No Sera,sad
ML2265,Kenna,Better Wise Up,relaxed
ML2266,George Strait,What Do You Say To That,happy
ML2267,30 Seconds To Mars,Search And Destroy,angry
ML2268,Muse,Take A Bow,angry
ML2269,David Bowie,I'm Afraid Of Americans,angry
ML2270,U2,The Refugee,angry
ML2271,Lucinda Williams,Real Love,happy
ML2272,Joe Jackson,The Uptown Train,sad
ML2273,"Phillips, Craig & Dean",You Are My King ,happy
ML2274,Hillsong,Adonai,happy
ML2275,Rebecca St. James,Psalm 139,happy
ML2276,BeBe & CeCe Winans,I.O.U. Me,happy
ML2277,Victor Garcia,Mi Funeral,sad
ML2278,Neon Indian,"Mind, Drips",sad
ML2279,The Thermals,Your Love Is So Strong,happy
ML2280,The Dandy Warhols,The Dope ,happy
ML2281,Diana Ross & The Supremes,In And Out Of Love,happy
ML2282,The Teddy Bears,To Know Him Is To Love Him,happy
ML2283,Lair Of The Minotaur,Evil Power,angry
ML2284,The Platters,On My Word Of Honor,happy
ML2285,Jimmy Ruffin,I've Passed This Way Before,angry
ML2286,Barry Manilow,I'll Never Smile Again ,happy
ML2287,The Platters,With This Ring,happy
ML2288,Grass Widow,Shadow,sad
ML2289,The Pretenders,Thumbelina,relaxed
ML2290,High On Fire,Bastard Samurai,angry
ML2291,The Dead Weather,No Horse,sad
ML2292,A Place To Bury Strangers,Everything Always Goes Wrong,happy
ML2293,Gorillaz,Bill Murray,angry
ML2294,Sherwood,Free,relaxed
ML2295,Skeletonwitch,Where The Light Has Failed,angry
ML2296,Thomas Dolby,Dissidents (The Search For Truth Part 1) (2009 Digital Remaster),sad
ML2297,Neil Sedaka,Because Of You,happy
ML2298,Keb' Mo',Dangerous Mood,relaxed
ML2299,Jimi Hendrix Experience,Fire,angry
ML2300,22-20s,Hold On,angry
ML2301,Wyclef Jean,Midnight Lovers,sad
ML2302,evanescence,my_immortal,angry
ML2303,Minnie Riperton,Completeness,happy
