"Index","Artist","Title","Mood"
"ML1602","Britney Spears","The Beat Goes On","happy"
"ML1603","Kayo Dot","Immortelle and Paper Caravelle","relaxed"
"ML1604","Brother Ali","Walking Away","sad"
"ML1605","En Vogue","Free Your Mind","happy"
"ML1606","Bodyrox","Yeah Yeah","happy"
"ML1607","KC And The Sunshine Band","Get Down Tonight","happy"
"ML1608","Jack Johnson","Posters","relaxed"
"ML1609","Air","New Star in the Sky","relaxed"
"ML1610","Children of Bodom","Hatebreeder","angry"
"ML1611","DIR EN GREY","AGITATED SCREAMS OF MAGGOTS","angry"
"ML1612","JosÃƒÂ© GonzÃƒÂ¡lez","Stay In The Shade","relaxed"
"ML1613","The New Pornographers","Star Bodies","happy"
"ML1614","Dubstar","St. Swithin's Day","relaxed"
"ML1615","Ween","Voodoo Lady","happy"
"ML1616","Andrew Bird","Armchairs","relaxed"
"ML1617","Peaches","Fuck The Pain Away","happy"
"ML1618","Delta Goodrem","Throw It Away","relaxed"
"ML1619","The Cure","The Lovecats","happy"
"ML1620","All Time Low","The Beach","happy"
"ML1621","Red House Painters","San Geronimo","sad"
"ML1622","Zero 7","I Have Seen","relaxed"
"ML1623","Mazzy Star","Free","relaxed"
"ML1624","Monster Magnet","Powertrip","angry"
"ML1625","Vangelis","Tales of the Future","relaxed"
"ML1626","Crippled Black Phoenix","Burnt Reynolds","sad"
"ML1627","Sia","Little Black Sandals","relaxed"
"ML1628","Renee Olstead","Taking A Chance On Love","relaxed"
"ML1629","My Dying Bride","Black God","sad"
"ML1630","JC Chasez","Dear Goodbye","sad"
"ML1631","Soulsavers","You Will Miss Me When I Burn","sad"
"ML1632","Goldfish","Hold Tight","happy"
"ML1633","The Modern Lovers","Hospital","sad"
"ML1634","Alanis Morissette","All I Really Want","angry"
"ML1635","James","Say Something","sad"
"ML1636","Dan Le Sac vs Scroobius Pip","Look For The Woman","sad"
"ML1637","The Constructus Corporation","I'll See You Now Now","relaxed"
"ML1638","Ice Cube","My Summer Vacation","angry"
"ML1639","We Are The Fallen","I Am Only One","sad"
"ML1640","Evergreen Terrace","Mad World","angry"
"ML1641","Hot Chocolate","You Sexy Thing","happy"
"ML1642","The Cat Empire","The Rhythm","happy"
"ML1643","Ulrich Schnauss","On My Own","relaxed"
"ML1644","The Mars Volta","Tetragrammaton","angry"
"ML1645","El Perro del Mar","This Loneliness","sad"
"ML1646","John Denver","Grandma's Feather Bed","happy"
"ML1647","LL Cool J","Mama Said Knock You Out","angry"
"ML1648","Gary Numan","Absolution","sad"
"ML1649","Beck","QuÃƒÂ© Onda Guero","happy"
"ML1650","No Doubt","Rock Steady","relaxed"
"ML1651","Tori Amos","Tombigbee","angry"
"ML1652","Babes In Toyland","Handsome and Gretel","angry"
"ML1653","Eagle-Eye Cherry","Permanent Tears","relaxed"
"ML1654","No Use for a Name","Born Addicted","angry"
"ML1655","Immortal Technique","The 4th Branch","angry"
"ML1656","The Format","On Your Porch (acoustic)","sad"
"ML1657","Tracey Thorn","Nowhere Near","sad"
"ML1658","Tenacious D","Papagenu (He's My Sassafrass)","happy"
"ML1659","Nine Inch Nails","Ruiner","angry"
"ML1660","Tool","Intolerance","angry"
"ML1661","Jorge Ben","Que Maravilha","relaxed"
"ML1662","Melody Gardot","Goodnite","relaxed"
"ML1663","Will Young","Who Am I","sad"
"ML1664","Lords of Acid","I Sit On Acid (Soulwax remix)","happy"
"ML1665","Norah Jones","Broken","relaxed"
"ML1666","Abra Moore","Sorry","relaxed"
"ML1667","David Ford","Laughing Aloud","relaxed"
"ML1668","Tracey Thorn","A-Z","sad"
"ML1669","BjÃƒÂ¶rk","Army Of Me","angry"
"ML1670","Despised Icon","In The Arms Of Perdition","angry"
"ML1671","Mercury Rev","Holes","relaxed"
"ML1672","Robert Palmer","Every Kinda People","relaxed"
"ML1673","Peter & Gordon","Lady Godiva","happy"
"ML1674","The Notorious B.I.G.","Ready to Die","angry"
"ML1675","The Mars Volta","Roulette Dares (The Haunt Of)","angry"
"ML1676","Deee-Lite","Groove Is In The Heart","happy"
"ML1677","Hungry Lucy","To Kill a King","relaxed"
"ML1678","Katy Perry","I Kissed A Girl","happy"
"ML1679","Tom Waits","Cold Cold Ground","sad"
"ML1680","Supreme Beings of Leisure","What's the Deal","relaxed"
"ML1681","Curtis Mayfield","Future Shock","angry"
"ML1682","Daughtry","What I Want","angry"
"ML1683","Megadeth","Prince of Darkness","angry"
"ML1684","Junior Boys","Caught in a Wave","relaxed"
"ML1685","Lil' Kim","How Many Licks ","happy"
"ML1686","Cyndi Lauper","I Drove All Night","happy"
"ML1687","Donavon Frankenreiter","On My Mind","relaxed"
"ML1688","Slayer","Public Display Of Dismemberment","angry"
"ML1689","Slayer","Mandatory Suicide","angry"
"ML1690","Lady Gaga","Teeth","happy"
"ML1691","Toby Keith","Who's Your Daddy?","happy"
"ML1692","M.I.A.","Jimmy","happy"
"ML1693","Buzzcocks","Ever Fallen in Love?","angry"
"ML1694","The Specials","Guns of Navarone","happy"
"ML1695","Katatonia","Brave","sad"
"ML1696","Gordon Lightfoot","Carefree Highway","relaxed"
"ML1697","Ivy","Edge Of The Ocean","relaxed"
"ML1698","Leonard Cohen","The Old Revolution","sad"
"ML1699","Porcupine Tree","Shesmovedon","sad"
"ML1700","Tupac Shakur","Fuck the World","angry"
"ML1701","The Rolling Stones","Heart Of Stone","sad"
"ML1702","Rickie Lee Jones","Easy Money","relaxed"
"ML1703","Drowning Pool","Step Up","angry"
"ML1704","Rage Against the Machine","Bullet In The Head","angry"
"ML1705","Foo Fighters","The Pretender","angry"
"ML1706","BjÃƒÂ¶rn RosenstrÃƒÂ¶m","Lurad","happy"
"ML1707","Tilly and the Wall","Sing Songs Along","happy"
"ML1708","Guano Apes","You Can't Stop Me","angry"
"ML1709","The Byrds","He Was A Friend Of Mine","sad"
"ML1710","Feelies","Fa CÃƒÂ©-La","angry"
"ML1711","Kiss","I Still Love You","sad"
"ML1712","The J. Geils Band","Centerfold","happy"
"ML1713","Veronica Maggio","MÃƒÂ¥ndagsbarn","happy"
"ML1714","Mando Diao","Clean Town","happy"
"ML1715","Westlife","Uptown Girl","happy"
"ML1716","Oceansize","Only Twin","sad"
"ML1717","God Module","Sections","sad"
"ML1718","Dawn Landes","You Alone","sad"
"ML1719","The Stills","Everything I Build","sad"
"ML1720","Beth Rowley","Angel Flying Too Close To The Ground","sad"
"ML1721","Syd Barrett","Terrapin","relaxed"
"ML1722","Marilyn Manson","Man That You Fear","angry"
"ML1723","Alice Cooper","Wake the Dead","angry"
"ML1724","Slayer","Overt Enemy","angry"
"ML1725","Blue ÃƒÂ–yster Cult","Death Valley Nights","sad"
"ML1726","Barry Mann","Who Put The Bomp ","happy"
"ML1727","Frightened Rabbit","My Backwards Walk","sad"
"ML1728","Destruction","Fear of the moment","angry"
"ML1729","Cradle of Filth","Filthy Little Secret","angry"
"ML1730","Bruce Springsteen","Born in the USA","angry"
"ML1731","Tilly and the Wall","Fell Down the Stairs","happy"
"ML1732","At the Gates","Suicide Nation","angry"
"ML1733","Seether","Fade Away","sad"
"ML1734","Lamb of God","What I've Become","angry"
"ML1735","NOFX","Murder The Government","angry"
"ML1736","Al Green","I'm Still In Love With You","relaxed"
"ML1737","My Bloody Valentine","No More Sorry","sad"
"ML1738","Rammstein","Mutter","sad"
"ML1739","Jarvis Cocker","Running The World","angry"
"ML1740","Slayer","Hate Worldwide","angry"
"ML1741","Megadeth","Foreclosure of a Dream","angry"
"ML1742","Mamonas Assassinas","Vira-Vira","happy"
"ML1743","Police","Can't Stand Losing You","angry"
"ML1744","The Brand New Heavies","Dream Come True","happy"
"ML1745","Jack Johnson","Adrift","relaxed"
"ML1746","Megadeth","Seven","angry"
"ML1747","Killswitch Engage","Unbroken","angry"
"ML1748","Enigma","Callas Went Away","relaxed"
"ML1749","As Cities Burn","Timothy","sad"
"ML1750","Katatonia","Leaders","sad"
"ML1751","Hot Chip","In The Privacy Of Our Love","relaxed"
"ML1752","Stephen Lynch","Vanilla Ice Cream","happy"
"ML1753","Enya","Amid the Falling Snow","relaxed"
"ML1754","Tenpole Tudor","Wunderbar","happy"
"ML1755","The Little Ones","There's a Pot a Brewin'","happy"
"ML1756","Sentenced","Aika Multaa Muistot (everything Is Nothing)","sad"
"ML1757","The Album Leaf","There Is A Wind","relaxed"
"ML1758","The Bird And The Bee","I'm a Broken Heart","sad"
"ML1759","Hellsongs","Run to the Hills","relaxed"
"ML1760","Grand National","Peanut Dreams","relaxed"
"ML1761","Slayer","Live Undead","angry"
"ML1762","Eliane Elias","Chega De Saudade","relaxed"
"ML1763","Demon Hunter","My Heartstrings Come Undone","sad"
"ML1764","Eluveitie","Elembivos","sad"
"ML1765","Queen","Flash","happy"
"ML1766","We Are The Fallen","Tear The World Down","sad"
"ML1767","Sentenced","Nepenthe","sad"
"ML1768","LeAnn Rimes","Big Deal","angry"
"ML1769","Kings of Leon","McFearless","angry"
"ML1770","Mando Diao","You Can't Steal My Love","happy"
"ML1771","Sondre Lerche","To Be Surprised","happy"
"ML1772","The Most Serene Republic","Proposition 61","relaxed"
"ML1773","Atari Teenage Riot","Too Dead for Me","angry"
"ML1774","The Arrogant Worms","Johnny Came Home Headless","happy"
"ML1775","Ice T","New Jack Hustler","angry"
"ML1776","Cult of Luna","And With Her Came The Birds","sad"
"ML1777","DIR EN GREY","Ã©Â¼Â“Ã¥Â‹Â•","sad"
"ML1778","Anberlin","Dismantle.Repair.","sad"
"ML1779","Lisa Stansfield","Change","happy"
"ML1780","Yael NaÃƒÂ¯m","Lonely","sad"
"ML1781","Marissa Nadler","Rosary","sad"
"ML1782","The Dead Weather","Will There Be Enough Water?","sad"
"ML1783","Dave Matthews Band","I Did It","relaxed"
"ML1784","You Love Her Coz She's Dead","Superheroes","angry"
"ML1785","Foo Fighters","Virginia Moon","relaxed"
"ML1786","Moloko","Party Weirdo","happy"
"ML1787","Okkervil River","It Ends With a Fall","sad"
"ML1788","Anathallo","Kasa No Hone (the umbrella's bones)","relaxed"
"ML1789","Architecture in Helsinki","Red Turned White","happy"
"ML1790","Gorgoroth","Incipit satan","angry"
"ML1791","Richard Hawley","For Your Lover Give Some Time","sad"
"ML1792","Jimmy Eat World","Disintegration","sad"
"ML1793","Moxy FrÃƒÂ¼vous","Entropy","happy"
"ML1794","American Music Club","The Confidential Agent","sad"
"ML1795","Minnie Riperton","Memory Lane","relaxed"
"ML1796","Gary Numan","One Perfect Lie","sad"
"ML1797","Abba","Take A Chance On Me","happy"
"ML1798","Rammstein","Eifersucht","angry"
"ML1799","Steely Dan","Things I Miss The Most","relaxed"
"ML1800","J.B.O.","Walk with An Erection","happy"
"ML1801","Leonard Cohen","Winter Lady","sad"
"ML1802","Zen CafÃƒÂ©","Vattupuskassa","sad"
"ML1803","Zac Brown Band","Chicken Fried","happy"
"ML1804","David Holmes","Gritty Shaker","happy"
"ML1805","Rammstein","Ohne dich","sad"
"ML1806","The Little Willies","Lou Reed","happy"
"ML1807","Rage Against the Machine","New Millennium Homes","angry"
"ML1808","Katatonia","The Longest Year","sad"
"ML1809","Cake","Where Would I Be?","sad"
"ML1810","Chris Garneau","Black & Blue","sad"
"ML1811","Aly & AJ","Like Whoa","happy"
"ML1812","Shawn Colvin","Wichita Skyline","relaxed"
"ML1813","Eurythmics","I Need You","sad"
"ML1814","The Presidents of the United States of America","Lump","happy"
"ML1815","Sophie Ellis-Bextor","Can't Have It All","sad"
"ML1816","Slayer","Ghosts of War","angry"
"ML1817","Cascada","What Hurts The Most","happy"
"ML1818","El-P","Stepfather Factory","sad"
"ML1819","Black Eyed Peas","Anxiety","angry"
"ML1820","Interpol","Rest My Chemistry","sad"
"ML1821","India.Arie","Little Things","relaxed"
"ML1822","Swallow The Sun","Don't Fall Asleep (Horror Pt. 2)","sad"
"ML1823","Narsilion","A Night in Fairyland","relaxed"
"ML1824","Sibylle Baier","Girl","relaxed"
"ML1825","Ice Cube","Endangered Species (Tales From the Darkside)","angry"
"ML1826","Mastodon","I Am Ahab","angry"
"ML1827","Louis Armstrong","That Lucky Old Sun ","relaxed"
"ML1828","Cake","Wheels","happy"
"ML1829","Carpark North","Fireworks","sad"
"ML1830","David Bowie","Afraid","sad"
"ML1831","Paris Hilton","Fightin' Over Me ","happy"
"ML1832","The Smiths","What Difference Does It Make?","sad"
"ML1833","Black Flag","Jealous Again","angry"
"ML1834","The Oppressed","Victims","angry"
"ML1835","Blur","Sunday Sunday","happy"
"ML1836","Telepathe","So Fine","happy"
"ML1837","Cat Stevens","How Can I Tell You","relaxed"
"ML1838","A Perfect Circle","What's Going On","relaxed"
"ML1839","Jack Johnson","Situations","relaxed"
"ML1840","The Allman Brothers Band","Stormy Monday","relaxed"
"ML1841","Echo & the Bunnymen","Do It Clean","angry"
"ML1842","Eugene McGuinness","Those Old Black and White Movies Were True","relaxed"
"ML1843","Patti LaBelle","New Day","relaxed"
"ML1844","Karen O and the Kids","Rumpus","happy"
"ML1845","John O'Callaghan","Never Fade Away","relaxed"
"ML1846","Zebda","Tomber La Chemise","happy"
"ML1847","ERA","Ameno","relaxed"
"ML1848","James Yuill","This Sweet Love","relaxed"
"ML1849","Natasha Bedingfield","I Wanna Have Your Babies","happy"
"ML1850","Dr. Bombay","Rice & Curry","happy"
"ML1851","Rage Against the Machine","In My Eyes","angry"
"ML1852","Dirty Sanchez","Dig It","happy"
"ML1853","Jean Grae","My Story","sad"
"ML1854","The Mars Volta","Inertiatic Esp","angry"
"ML1855","Todd Rundgren","Song of the Viking","happy"
"ML1856","Todd Rundgren","Bang The Drum All Day","happy"
"ML1857","Hagalaz' Runedance","Serenade of The Last Wolf","sad"
"ML1858","Dead Kennedys","One-Way Ticket to Pluto","angry"
"ML1859","Calvin Harris","Merrymaking At My Place","happy"
"ML1860","Gil Scott-Heron","Whitey On The Moon","angry"
"ML1861","Slayer","Consfearacy","angry"
"ML1862","Death From Above 1979","Going Steady","happy"
"ML1863","Macy Gray","Come Together","relaxed"
"ML1864","The Germs","Sex Boy (Live)","angry"
"ML1865","Procol Harum","All This and More","sad"
"ML1866","Aloha From Hell","Walk Away","sad"
"ML1867","Daniel Boone","Beautiful Sunday","happy"
"ML1868","""Weird Al"" Yankovic","Trigger Happy","happy"
"ML1869","Rivulets","Barreling Towards Nowhere Like There's No Tomorrow","sad"
"ML1870","iLiKETRAiNS","The accident","sad"
"ML1871","Jesu","Silver","sad"
"ML1872","Adam Ant","Apollo 9","happy"
"ML1873","Rachel Stevens","Fools","happy"
"ML1874","Timo Rautiainen & Trio Niskalaukaus","Lintu","sad"
"ML1875","Ensiferum","Slayer Of Light","angry"
"ML1876","Maximilian Hecker","My Friends","sad"
"ML1877","Silbermond","Symphonie","sad"
"ML1878","Devin Townsend","Bad Devil","angry"
"ML1879","Max Richter","Old Song","relaxed"
"ML1880","Black Rebel Motorcycle Club","Suddenly","sad"
"ML1881","Muse","Yes Please","angry"
"ML1882","Scissor Sisters","Filthy/Gorgeous","happy"
"ML1883","Nine Inch Nails","Something I Can Never Have","sad"
"ML1884","Maximilian Hecker","Summer Days in Bloom","relaxed"
"ML1885","Spike Jones & His City Slickers","Cocktails For Two","happy"
"ML1886","Ludacris","Blow It Out","angry"
"ML1887","Garou","Gitan","happy"
"ML1888","Gillian Welch","By The Mark","relaxed"
"ML1889","Leona Naess","Lazy Days","relaxed"
"ML1890","Juana Molina","La Verdad","relaxed"
"ML1891","Stray Cats","Rock This Town","happy"
"ML1892","The Kooks","One Last Time","sad"
"ML1893","Isobel Campbell & Mark Lanegan","No Place To Fall","sad"
"ML1894","Air","Cherry Blossom Girl (Radio Mix)","relaxed"
"ML1895","Venom","Warhead","angry"
"ML1896","The Alan Parsons Project","The Cask Of Amontillado","sad"
"ML1897","Tone-LÃ…Âc","Wild Thing","happy"
"ML1898","Dierks Bentley","What Was I Thinkin'","happy"
"ML1899","G. Love","Missing My Baby","relaxed"
"ML1900","Christina Aguilera","Hurt","angry"
"ML1901","The Stooges","T.V. Eye","angry"
"ML1902","Arctic Monkeys","The View From the Afternoon","happy"
"ML1903","3 Doors Down","Be Somebody","sad"
"ML1904","stellastarr*","Sweet Troubled Soul","happy"
"ML1905","Sun Kil Moon","Carry Me Ohio","sad"
"ML1906","Sylvester","You Make Me Feel (Mighty Real)","happy"
"ML1907","Love","Orange Skies","relaxed"
"ML1908","Diary of Dreams","Portrait Of A Cynic","sad"
"ML1909","Tori Amos","Professional Widow","angry"
"ML1910","ATB","Marrakech","relaxed"
"ML1911","Death Cab For Cutie","Soul Meets Body (Rolling Stone Original)","relaxed"
"ML1912","Slayer","Ghosts Of War","angry"
"ML1913","Lunascape","Inferno","relaxed"
"ML1914","India.Arie","The Truth","relaxed"
"ML1915","Neutral Milk Hotel","April 8th","sad"
"ML1916","Isis","The Other","sad"
"ML1917","Opeth","Heir Apparent","angry"
"ML1918","High On Fire","The Face of Oblivion","angry"
"ML1919","Mohombi","Bumpy Ride","happy"
"ML1920","Dwele","Find A Way","relaxed"
"ML1921","Ray Charles","What'd I Say","happy"
"ML1922","Above & Beyond","Home","relaxed"
"ML1923","Marilyn Manson","Misery Machine","angry"
"ML1924","Titus Andronicus","Arms Against Atrophy","angry"
"ML1925","Antimatter","Fighting for a Lost Cause","sad"
"ML1926","Natalie Merchant","San Andreas Fault (Remastered LP Version)","sad"
"ML1927","Lisa Ekdahl","ÃƒÂ–ppna Upp Ditt FÃƒÂ¶nster","happy"
"ML1928","Liv Kristine","Take Good Care","relaxed"
"ML1929","Ben Folds Five","Brick","sad"
"ML1930","Amy Winehouse","Monkey Man","happy"
"ML1931","Air","Photograph","relaxed"
"ML1932","DIR EN GREY","GRIEF","angry"
"ML1933","Pearl Jam","Animal","angry"
"ML1934","Ryan Adams","This House Is Not For Sale","relaxed"
"ML1935","Lloyd Banks","Father Time","angry"
"ML1936","SWV","You're The One","happy"
"ML1937","Cut Off Your Hands","Oh Girl","happy"
"ML1938","Nicole Atkins","Together We're Both Alone","relaxed"
"ML1939","Zeromancer","Houses of Cards","sad"
"ML1940","Biosphere","The Things I Tell You","relaxed"
"ML1941","Until June","The Saddest Song","sad"
"ML1942","Lordi","Hard Rock Hallelujah","happy"
"ML1943","Edward Sharpe & the Magnetic Zeros","40 Day Dream","happy"
"ML1944","David Jordan","Sun Goes Down","happy"
"ML1945","Shenandoah","Ghost In this House","sad"
"ML1946","Dew-Scented","Blueprints of hate","angry"
"ML1947","Bon Jovi","Bad Medicine","happy"
"ML1948","Cocteau Twins","Squeeze-Wax","relaxed"
"ML1949","Anathema","Far Away","sad"
"ML1950","The Velvet Underground","Sunday Morning","relaxed"
"ML1951","David Sanborn","Try A Little Tenderness","relaxed"
"ML1952","Rufus Wainwright","This Love Affair","sad"
"ML1953","Bodo Wartke","Ich trau mich nicht","happy"
"ML1954","The Maine","The Way We Talk","happy"
"ML1955","Harry Connick, Jr.","A Wink and a Smile","relaxed"
"ML1956","Howie Day","Numbness For Sound","sad"
"ML1957","Alison Krauss","Ghost in This House","sad"
"ML1958","Richard Hell & the Voidoids","Love Comes in Spurts","angry"
"ML1959","Dana Glover","Thinking Over","relaxed"
"ML1960","Triumph the Insult Comic Dog","I Keed (Album Version)","happy"
"ML1961","Cake","Short Skirt/Long Jacket","happy"
"ML1962","Godsmack","Vampires","angry"
"ML1963","Jamie Cullum","These Are The Days","relaxed"
"ML1964","Slipknot","(Sic)","angry"
"ML1965","Cradle of Filth","The Foetus of a New Day Kicking","angry"
"ML1966","Animal Collective","Water Curses","happy"
"ML1967","Groove Coverage","She","happy"
"ML1968","Beatallica","Sgt. Hetfield's Motorbreath Pub Band","happy"
"ML1969","Eminem","Lose Yourself","angry"
"ML1970","Green Carnation","Two Seconds in Life","sad"
"ML1971","Happy Mondays","Kinky Afro","happy"
"ML1972","""Weird Al"" Yankovic","Polkas On 45","happy"
"ML1973","Nine Inch Nails","No, You Don't","angry"
"ML1974","The Crazy World of Arthur Brown","Fire","angry"
"ML1975","Juanes","Me Enamora","happy"
"ML1976","R.E.M.","Moon River","sad"
"ML1977","Acid Bath","Dope Fiend","angry"
"ML1978","Stephen Lynch","Little Tiny Moustache","happy"
"ML1979","Robert Plant","Satan Your Kingdom Must Come Down","relaxed"
"ML1980","Chris Garneau","Saturday","sad"
"ML1981","Enya","Evacuee","relaxed"
"ML1982","Calvin Harris","Disco Heat","happy"
"ML1983","PJ Harvey","Man-Size","angry"
"ML1984","Mortal Love","All The Beauty","sad"
"ML1985","Lenny Kravitz","If You Can't Say No","relaxed"
"ML1986","Jane Monheit","Moon River","relaxed"
"ML1987","Turin Brakes","Future Boy","relaxed"
"ML1988","Slayer","World Painted Blood","angry"
"ML1989","Cavalera Conspiracy","Inflikted","angry"
"ML1990","Boyzone","Gave It All Away","sad"
"ML1991","Limp Bizkit","Eat You Alive","angry"
"ML1992","Static-X","No Submission","angry"
"ML1993","Primordial","Gallows Hymn","sad"
"ML1994","Misfits","Violent World","angry"
"ML1995","W.A.S.P.","I Don't Need No Doctor","angry"
"ML1996","A Day To Remember","If It Means a Lot to You","sad"
"ML1997","Prince","Beautiful, Loved and Blessed","relaxed"
"ML1998","Deine Lakaien","The Game","sad"
"ML1999","Fatboy Slim","Talking Bout My Baby","happy"
"ML2000","Cooler Kids","All Around The World (Punk Debutante)","happy"
